Субъект,Код ОКПД-2,Округ,Месяц,Год,Значение
Челябинская область,23.52.10.130,УФО,2,2020,109.2
Белгородская область,23.52.10.130,ЦФО,2,2020,0.0
Брянская область,23.52.10.130,ЦФО,2,2020,0.0
Владимирская область,23.52.10.130,ЦФО,2,2020,0.0
Воронежская область,23.52.10.130,ЦФО,2,2020,0.0
Ивановская область,23.52.10.130,ЦФО,2,2020,0.0
Калужская область,23.52.10.130,ЦФО,2,2020,0.0
Костромская область,23.52.10.130,ЦФО,2,2020,0.0
Курская область,23.52.10.130,ЦФО,2,2020,0.0
Липецкая область,23.52.10.130,ЦФО,2,2020,0.0
Москва,23.52.10.130,ЦФО,2,2020,0.0
Московская область,23.52.10.130,ЦФО,2,2020,0.0
Орловская область,23.52.10.130,ЦФО,2,2020,0.0
Рязанская область,23.52.10.130,ЦФО,2,2020,1.0
Смоленская область,23.52.10.130,ЦФО,2,2020,0.0
Тамбовская область,23.52.10.130,ЦФО,2,2020,0.0
Тверская область,23.52.10.130,ЦФО,2,2020,0.0
Тульская область,23.52.10.130,ЦФО,2,2020,0.0
Ярославская область,23.52.10.130,ЦФО,2,2020,0.0
Астраханская область,23.52.10.130,ЮФО,2,2020,0.0
Волгоградская область,23.52.10.130,ЮФО,2,2020,0.0
Краснодарский край,23.52.10.130,ЮФО,2,2020,0.0
Республика Адыгея,23.52.10.130,ЮФО,2,2020,0.0
Республика Калмыкия,23.52.10.130,ЮФО,2,2020,0.0
Республика Крым,23.52.10.130,ЮФО,2,2020,0.0
Ростовская область,23.52.10.130,ЮФО,2,2020,0.0
Севастополь,23.52.10.130,ЮФО,2,2020,0.0
Амурская область,23.52.10.110,ДВФО,3,2020,0.0
Еврейская автономная область,23.52.10.110,ДВФО,3,2020,0.0
Камчатский край,23.52.10.110,ДВФО,3,2020,0.0
Магаданская область,23.52.10.110,ДВФО,3,2020,0.0
Приморский край,23.52.10.110,ДВФО,3,2020,0.156
Республика Саха (Якутия),23.52.10.110,ДВФО,3,2020,0.0
Сахалинская область,23.52.10.110,ДВФО,3,2020,0.0
Хабаровский край,23.52.10.110,ДВФО,3,2020,0.0
Кировская область,23.52.10.110,ПФО,3,2020,0.0
Нижегородская область,23.52.10.110,ПФО,3,2020,4.812
Оренбургская область,23.52.10.110,ПФО,3,2020,14.6
Пензенская область,23.52.10.110,ПФО,3,2020,0.0
Пермский край,23.52.10.110,ПФО,3,2020,5.7
Республика Башкортостан,23.52.10.110,ПФО,3,2020,143.379
Республика Марий Эл,23.52.10.110,ПФО,3,2020,2.4
Республика Мордовия,23.52.10.110,ПФО,3,2020,1.5
Республика Татарстан,23.52.10.110,ПФО,3,2020,1.9
Самарская область,23.52.10.110,ПФО,3,2020,4.0
Саратовская область,23.52.10.110,ПФО,3,2020,6.8
Удмуртская Республика,23.52.10.110,ПФО,3,2020,0.0
Ульяновская область,23.52.10.110,ПФО,3,2020,7.5
Чувашская Республика,23.52.10.110,ПФО,3,2020,0.0
Архангельская область,23.52.10.110,СЗФО,3,2020,15.9
Вологодская область,23.52.10.110,СЗФО,3,2020,0.0
Калининградская область,23.52.10.110,СЗФО,3,2020,0.0
Ленинградская область,23.52.10.110,СЗФО,3,2020,0.0
Мурманская область,23.52.10.110,СЗФО,3,2020,0.0
Новгородская область,23.52.10.110,СЗФО,3,2020,22.453
Псковская область,23.52.10.110,СЗФО,3,2020,0.0
Республика Карелия,23.52.10.110,СЗФО,3,2020,0.0
Республика Коми,23.52.10.110,СЗФО,3,2020,8.8
Санкт-Петербург,23.52.10.110,СЗФО,3,2020,2.1
Кабардино-Балкарская Республика,23.52.10.110,СКФО,3,2020,0.0
Карачаево-Черкесская Республика,23.52.10.110,СКФО,3,2020,4.4
Республика Дагестан,23.52.10.110,СКФО,3,2020,1.3
Республика Ингушетия,23.52.10.110,СКФО,3,2020,0.0
Республика Северная Осетия-Алания,23.52.10.110,СКФО,3,2020,0.0
Ставропольский край,23.52.10.110,СКФО,3,2020,0.0
Чеченская Республика,23.52.10.110,СКФО,3,2020,0.0
Алтайский край,23.52.10.110,СФО,3,2020,2.4
Забайкальский край,23.52.10.110,ДВФО,3,2020,0.0
Иркутская область,23.52.10.110,СФО,3,2020,0.0
Кемеровская область,23.52.10.110,СФО,3,2020,48.0
Красноярский край,23.52.10.110,СФО,3,2020,19.5
Новосибирская область,23.52.10.110,СФО,3,2020,8.9
Омская область,23.52.10.110,СФО,3,2020,0.0
Республика Алтай,23.52.10.110,СФО,3,2020,0.0
Республика Бурятия,23.52.10.110,ДВФО,3,2020,0.0
Республика Тыва,23.52.10.110,СФО,3,2020,0.0
Республика Хакасия,23.52.10.110,СФО,3,2020,0.0
Томская область,23.52.10.110,СФО,3,2020,0.0
Курганская область,23.52.10.110,УФО,3,2020,0.0
Свердловская область,23.52.10.110,УФО,3,2020,48.0
Тюменская область,23.52.10.110,УФО,3,2020,0.0
Челябинская область,23.52.10.110,УФО,3,2020,36.3
Белгородская область,23.52.10.110,ЦФО,3,2020,31.511
Брянская область,23.52.10.110,ЦФО,3,2020,22.8
Владимирская область,23.52.10.110,ЦФО,3,2020,3.8
Воронежская область,23.52.10.110,ЦФО,3,2020,35.9
Ивановская область,23.52.10.110,ЦФО,3,2020,0.0
Калужская область,23.52.10.110,ЦФО,3,2020,16.4
Костромская область,23.52.10.110,ЦФО,3,2020,18.5
Курская область,23.52.10.110,ЦФО,3,2020,0.0
Липецкая область,23.52.10.110,ЦФО,3,2020,139.9
Москва,23.52.10.110,ЦФО,3,2020,0.0
Московская область,23.52.10.110,ЦФО,3,2020,0.0
Орловская область,23.52.10.110,ЦФО,3,2020,0.0
Рязанская область,23.52.10.110,ЦФО,3,2020,0.0
Смоленская область,23.52.10.110,ЦФО,3,2020,0.0
Тамбовская область,23.52.10.110,ЦФО,3,2020,0.0
Тверская область,23.52.10.110,ЦФО,3,2020,1.0
Тульская область,23.52.10.110,ЦФО,3,2020,17.9
Ярославская область,23.52.10.110,ЦФО,3,2020,0.0
Астраханская область,23.52.10.110,ЮФО,3,2020,0.0
Волгоградская область,23.52.10.110,ЮФО,3,2020,0.584
Краснодарский край,23.52.10.110,ЮФО,3,2020,6.271
Республика Адыгея,23.52.10.110,ЮФО,3,2020,0.0
Республика Калмыкия,23.52.10.110,ЮФО,3,2020,0.0
Республика Крым,23.52.10.110,ЮФО,3,2020,26.5
Ростовская область,23.52.10.110,ЮФО,3,2020,16.2
Севастополь,23.52.10.110,ЮФО,3,2020,0.0
Амурская область,23.52.10.120,ДВФО,3,2020,0.0
Еврейская автономная область,23.52.10.120,ДВФО,3,2020,0.0
Камчатский край,23.52.10.120,ДВФО,3,2020,0.0
Магаданская область,23.52.10.120,ДВФО,3,2020,0.0
Приморский край,23.52.10.120,ДВФО,3,2020,0.0
Республика Саха (Якутия),23.52.10.120,ДВФО,3,2020,0.0
Сахалинская область,23.52.10.120,ДВФО,3,2020,0.0
Хабаровский край,23.52.10.120,ДВФО,3,2020,0.0
Кировская область,23.52.10.120,ПФО,3,2020,0.0
Нижегородская область,23.52.10.120,ПФО,3,2020,0.0
Оренбургская область,23.52.10.120,ПФО,3,2020,0.0
Пензенская область,23.52.10.120,ПФО,3,2020,0.0
Пермский край,23.52.10.120,ПФО,3,2020,0.033
Республика Башкортостан,23.52.10.120,ПФО,3,2020,0.0
Республика Марий Эл,23.52.10.120,ПФО,3,2020,0.0
Республика Мордовия,23.52.10.120,ПФО,3,2020,0.0
Республика Татарстан,23.52.10.120,ПФО,3,2020,0.0
Самарская область,23.52.10.120,ПФО,3,2020,0.0
Саратовская область,23.52.10.120,ПФО,3,2020,0.0
Удмуртская Республика,23.52.10.120,ПФО,3,2020,0.0
Ульяновская область,23.52.10.120,ПФО,3,2020,0.0
Чувашская Республика,23.52.10.120,ПФО,3,2020,0.8
Архангельская область,23.52.10.120,СЗФО,3,2020,0.0
Вологодская область,23.52.10.120,СЗФО,3,2020,0.1
Калининградская область,23.52.10.120,СЗФО,3,2020,0.0
Ленинградская область,23.52.10.120,СЗФО,3,2020,0.0
Мурманская область,23.52.10.120,СЗФО,3,2020,0.0
Новгородская область,23.52.10.120,СЗФО,3,2020,1.352
Псковская область,23.52.10.120,СЗФО,3,2020,0.0
Республика Карелия,23.52.10.120,СЗФО,3,2020,0.0
Республика Коми,23.52.10.120,СЗФО,3,2020,0.0
Санкт-Петербург,23.52.10.120,СЗФО,3,2020,0.0
Кабардино-Балкарская Республика,23.52.10.120,СКФО,3,2020,0.0
Карачаево-Черкесская Республика,23.52.10.120,СКФО,3,2020,0.0
Республика Дагестан,23.52.10.120,СКФО,3,2020,0.0
Республика Ингушетия,23.52.10.120,СКФО,3,2020,0.0
Республика Северная Осетия-Алания,23.52.10.120,СКФО,3,2020,0.0
Ставропольский край,23.52.10.120,СКФО,3,2020,0.0
Чеченская Республика,23.52.10.120,СКФО,3,2020,0.0
Алтайский край,23.52.10.120,СФО,3,2020,0.0
Забайкальский край,23.52.10.120,ДВФО,3,2020,0.0
Иркутская область,23.52.10.120,СФО,3,2020,0.0
Кемеровская область,23.52.10.120,СФО,3,2020,0.0
Красноярский край,23.52.10.120,СФО,3,2020,0.1
Новосибирская область,23.52.10.120,СФО,3,2020,2.2
Омская область,23.52.10.120,СФО,3,2020,0.0
Республика Алтай,23.52.10.120,СФО,3,2020,0.0
Республика Бурятия,23.52.10.120,ДВФО,3,2020,0.0
Республика Тыва,23.52.10.120,СФО,3,2020,0.0
Республика Хакасия,23.52.10.120,СФО,3,2020,0.0
Томская область,23.52.10.120,СФО,3,2020,0.0
Курганская область,23.52.10.120,УФО,3,2020,0.0
Свердловская область,23.52.10.120,УФО,3,2020,1.7
Тюменская область,23.52.10.120,УФО,3,2020,0.0
Челябинская область,23.52.10.120,УФО,3,2020,1.8
Белгородская область,23.52.10.120,ЦФО,3,2020,3.16
Брянская область,23.52.10.120,ЦФО,3,2020,0.0
Владимирская область,23.52.10.120,ЦФО,3,2020,2.3
Воронежская область,23.52.10.120,ЦФО,3,2020,3.5
Ивановская область,23.52.10.120,ЦФО,3,2020,0.0
Калужская область,23.52.10.120,ЦФО,3,2020,2.9
Костромская область,23.52.10.120,ЦФО,3,2020,0.0
Курская область,23.52.10.120,ЦФО,3,2020,0.0
Липецкая область,23.52.10.120,ЦФО,3,2020,0.1
Москва,23.52.10.120,ЦФО,3,2020,0.0
Московская область,23.52.10.120,ЦФО,3,2020,0.0
Орловская область,23.52.10.120,ЦФО,3,2020,0.0
Рязанская область,23.52.10.120,ЦФО,3,2020,0.0
Смоленская область,23.52.10.120,ЦФО,3,2020,0.0
Тамбовская область,23.52.10.120,ЦФО,3,2020,0.0
Тверская область,23.52.10.120,ЦФО,3,2020,0.0
Тульская область,23.52.10.120,ЦФО,3,2020,0.0
Ярославская область,23.52.10.120,ЦФО,3,2020,0.0
Астраханская область,23.52.10.120,ЮФО,3,2020,0.0
Волгоградская область,23.52.10.120,ЮФО,3,2020,0.0
Краснодарский край,23.52.10.120,ЮФО,3,2020,0.57
Республика Адыгея,23.52.10.120,ЮФО,3,2020,0.0
